Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
LADANG FELDA KECHAU 11,80048063,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 11,90040653,80048063,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 11,80046576,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 11,90039297,80046576,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 2,80048057,", ,",KUALA LIPIS,27100,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 2,90040653,80048057,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 3,80048058,", ,",KUALA LIPIS,27100,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 3,90040653,80048058,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 6,80046585,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,93244067,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 6,90039297,80046585,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 6,80048059,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,93244067,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 6,90040653,80048059,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 7,80046579,", ,",KUALA LIPIS,27100,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 7,90039297,80046579,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 7,80048060,", ,",KUALA LIPIS,27100,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 7,90040653,80048060,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 8,80046578,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 8,90039297,80046578,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KECHAU 8,80048061,", ,",KUALA LIPIS,27200,PAH,COMNAT,,PEN,azrilfariz@petronas.com.my,93242464,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA KECHAU 8,90040653,80048061,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA KLEDANG 2,80046402,", ,",KOTA TINGGI,81900,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,78277677,,10920,1111110,,"(1.772824, 103.980090)",CO,,,Default,LADANG FELDA KLEDANG 2,90039296,80046402,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.772824, 103.980090)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1054598, 196698)","(1054598, 196698)",,17:00:00,,- Invalid -
LADANG FELDA KRAU 2,80048028,"LURAH BILUT, ,",BENTONG,28700,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,168262760,,10920,1111110,,"(3.689945, 101.917832)",CO,,,Default,LADANG FELDA KRAU 2,90040652,80048028,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.689945, 101.917832)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(824153, 408387)","(824153, 408387)",,17:00:00,,- Invalid -
LADANG FELDA KRAU 4,80048029,", ,",BENTONG,28800,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.689945, 101.917832)",CO,,,Default,LADANG FELDA KRAU 4,90040652,80048029,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.689945, 101.917832)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(824153, 408387)","(824153, 408387)",,17:00:00,,- Invalid -
LADANG FELDA LAKA SELATAN 2,80046395,", ,",CHANGLOON,6010,KED,COMNAT,,PEN,safrikamal@petronas.com.my,49241896,,10920,1111110,,"(6.445923, 100.367681)",CO,,,Default,LADANG FELDA LAKA SELATAN 2,90039296,80046395,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.445923, 100.367681)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(651247, 712701)","(651247, 712701)",,17:00:00,,- Invalid -
LADANG FELDA LAKA TEMIN,80046052,"PETI SURAT 37, ,",KANGAR,1700,PEL,COMNAT,NORTH,PEN,safrikamal@petronas.com.my,49861931,,10920,1111110,,"(6.457590, 100.505388)",CO,,,Default,LADANG FELDA LAKA TEMIN,90039296,80046052,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.457590, 100.505388)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(666475, 714034)","(666475, 714034)",,17:00:00,,- Invalid -
LADANG FELDA LAWIN TENGAH,80047467,", ,",GRIK,33300,PER,COMNAT,,PEN,safrikamal@petronas.com.my,,,10920,1111110,,"(5.296554, 101.059821)",CO,,,Default,LADANG FELDA LAWIN TENGAH,90039296,80047467,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.296554, 101.059821)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(728283, 585824)","(728283, 585824)",,17:00:00,,- Invalid -
LADANG FELDA LEPAR HILIR 6,80048072,", ,",GAMBANG,26300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,95495130,,10920,1111110,,"(3.717552, 103.118539)",CO,,,Default,LADANG FELDA LEPAR HILIR 6,90040661,80048072,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.717552, 103.118539)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(957726, 411975)","(957726, 411975)",,17:00:00,,- Invalid -
LADANG FELDA LEPAR HILIR 6,80046556,", ,",GAMBANG,26300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,95495130,,10920,1111110,,"(3.717552, 103.118539)",CO,,,Default,LADANG FELDA LEPAR HILIR 6,90039297,80046556,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.717552, 103.118539)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(957726, 411975)","(957726, 411975)",,17:00:00,,- Invalid -
LADANG FELDA LEPAR UTARA 5,80048071,", ,",JENGKA,26400,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,94813106,,10920,1111110,,"(3.830829, 102.603538)",CO,,,Default,LADANG FELDA LEPAR UTARA 5,90040654,80048071,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.830829, 102.603538)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(900357, 424270)","(900357, 424270)",,17:00:00,,- Invalid -
LADANG FELDA LEPAR UTARA 7,80048073,", ,",JERANTUT,27000,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,94741180,,10920,1111110,,"(3.946838, 102.379878)",CO,,,Default,LADANG FELDA LEPAR UTARA 7,90040654,80048073,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.946838, 102.379878)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(875427, 437014)","(875427, 437014)",,17:00:00,,- Invalid -
LADANG FELDA LEPAR UTARA 9,80048074,", ,",JENGKA,26400,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,94813100,,10920,1111110,,"(3.830829, 102.603538)",CO,,,Default,LADANG FELDA LEPAR UTARA 9,90040654,80048074,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.830829, 102.603538)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(900357, 424270)","(900357, 424270)",,17:00:00,,- Invalid -
LADANG FELDA MENGKARAK 1,80048050,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,92791323,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA MENGKARAK 1,90040652,80048050,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FELDA MENGKARAK 2,80048051,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,92792869,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA MENGKARAK 2,90040652,80048051,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FELDA MERCHONG 1,80046605,", ,",MUADZAM SHAH,26700,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,94530772,,10920,1111110,,"(2.987414, 103.009031)",CO,,,Default,LADANG FELDA MERCHONG 1,90039297,80046605,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.987414, 103.009031)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(945867, 331016)","(945867, 331016)",,17:00:00,,- Invalid -
LADANG FELDA NENERING 2,80047326,", ,",PENGKALAN HULU,33100,PER,COMNAT,,PEN,safrikamal@petronas.com.my,57921905,,10920,1111110,,"(5.704036, 100.995932)",CO,,,Default,LADANG FELDA NENERING 2,90039296,80047326,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.704036, 100.995932)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(721049, 630871)","(721049, 630871)",,17:00:00,,- Invalid -
LADANG FELDA NERAM 3,80046518,", ,",KEMAMAN,24000,TRE,COMNAT,,PEN,safrikamal@petronas.com.my,98730216,,10920,1111110,,"(4.127686, 103.240919)",CO,,,Default,LADANG FELDA NERAM 3,90039297,80046518,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.127686, 103.240919)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(971121, 457498)","(971121, 457498)",,17:00:00,,- Invalid -
LADANG FELDA PALOH,80045530,"KLUANG, ,",KLUANG,,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,78106218,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG FELDA PALOH,90039296,80045530,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG FELDA PALONG 17,80046394,", ,",GEMAS,73430,SER,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(2.743256, 102.643997)",CO,,,Default,LADANG FELDA PALONG 17,90039296,80046394,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.743256, 102.643997)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(905298, 303832)","(905298, 303832)",,17:00:00,,- Invalid -
LADANG FELDA PALONG 18,80046410,", ,",GEMAS,73430,SER,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(2.743256, 102.643997)",CO,,,Default,LADANG FELDA PALONG 18,90039296,80046410,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.743256, 102.643997)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(905298, 303832)","(905298, 303832)",,17:00:00,,- Invalid -
LADANG FELDA PALONG TIMUR 5,80046408,", ,",GEMAS,73430,SER,COMNAT,,PEN,safrikamal@petronas.com.my,,,,1111111,,"(2.700331, 102.686192)",CO,,,Default,LADANG FELDA PALONG TIMUR 5,90039296,80046408,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.700331, 102.686192)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,22/10/15 11:22,Malaysia,"(910012, 299092)","(910012, 299092)",,23:59:59,,- Invalid -
LADANG FELDA RANTAU ABANG 1,80048065,", ,",MERCHANG,21610,TRE,COMNAT,,PEN,safrikamal@petronas.com.my,98320281,,10920,1111111,,"(4.933347, 103.346294)",CO,,,Default,LADANG FELDA RANTAU ABANG 1,90040660,80048065,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.933347, 103.346294)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(982313, 546872)","(982313, 546872)",,17:00:00,,- Invalid -
LADANG FELDA SAGU 8,80050583,", , LADANG FELDA SAGU 8",KUANTAN,26130,PAH,COMNAT,EAST,PEN,firdaus_kamilrudin@petronas.com.my,,,10KL,1111110,,"(3.960878, 103.189175)",CO,,,Default,LADANG FELDA SAGU 8,90040661,80050583,D001,,,Invalid,,0:08:00,,,,,,,FALSE,"(3.960878, 103.189175)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,05/10/15 16:59,Malaysia,"(965458, 438980)","(965458, 438980)",,0:17:00,,- Invalid -
LADANG FELDA SELANCAR 6,80045529,"SEGAMAT, ,",SEGAMAT,,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,94371195,,10920,1111110,,"(2.503459, 102.820752)",CO,,,Default,LADANG FELDA SELANCAR 6,90039296,80045529,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.503459, 102.820752)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(925067, 277329)","(925067, 277329)",,17:00:00,,- Invalid -
LADANG FELDA SELANCAR 9,80046398,", ,",SEGAMAT,85070,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,94381403,,10920,1111110,,"(2.503459, 102.820752)",CO,,,Default,LADANG FELDA SELANCAR 9,90039296,80046398,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.503459, 102.820752)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(925067, 277329)","(925067, 277329)",,17:00:00,,- Invalid -
LADANG FELDA SELENDANG 3,80046606,"KARUNG BERKUNCI 12, ,",ROMPIN,26800,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,94121787,,10920,1111110,,"(2.809997, 103.256386)",CO,,,Default,LADANG FELDA SELENDANG 3,90039296,80046606,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.809997, 103.256386)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(973500, 311455)","(973500, 311455)",,17:00:00,,- Invalid -
LADANG FELDA SEMARING 1,80048054,", ,",DUNGUN,23400,TRE,COMNAT,,PEN,safrikamal@petronas.com.my,98333110,,10920,1111111,,"(4.619408, 103.218739)",CO,,,Default,LADANG FELDA SEMARING 1,90040660,80048054,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.619408, 103.218739)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(968346, 511985)","(968346, 511985)",,17:00:00,,- Invalid -
LADANG FELDA SERTING HILIR 8,80046407,", ,",JEMPOL,72120,SER,COMNAT,,PEN,safrikamal@petronas.com.my,64683778,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG FELDA SERTING HILIR 8,90039296,80046407,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG FELDA SETIU 1,80048053,", ,",SETIU,22100,TRE,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111111,,"(5.597220, 102.821667)",CO,,,Default,LADANG FELDA SETIU 1,90040660,80048053,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.597220, 102.821667)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(923552, 620060)","(923552, 620060)",,17:00:00,,- Invalid -
LADANG FELDA TAWAI 2,80047325,", ,",GERIK,33300,PER,COMNAT,,PEN,safrikamal@petronas.com.my,57915088,,10920,1111110,,"(5.296554, 101.059821)",CO,,,Default,LADANG FELDA TAWAI 2,90039296,80047325,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.296554, 101.059821)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(728283, 585824)","(728283, 585824)",,17:00:00,,- Invalid -
LADANG FELDA TELANG 1,80048055,", ,",KUALA LIPIS,27100,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,93244552,,10920,1111110,,"(4.208335, 102.048335)",CO,,,Default,LADANG FELDA TELANG 1,90040653,80048055,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.208335, 102.048335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(838454, 465817)","(838454, 465817)",,17:00:00,,- Invalid -
LADANG FELDA TEMBANGAU 3,80045518,"KEMAYAN, ,",KEMAYAN,,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,64685449,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG FELDA TEMBANGAU 3,90039297,80045518,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG FELDA TEMBANGAU 7,80046583,", ,",KEMAYAN,28380,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,64685426,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG FELDA TEMBANGAU 7,90039297,80046583,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG FELDA TEMBANGAU 8,80046582,", ,",KEMAYAN,28380,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,64683994,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG FELDA TEMBANGAU 8,90039297,80046582,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG FELDA TEMBANGAU 9,80046581,", ,",KEMAYAN,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,64685034,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG FELDA TEMBANGAU 9,90039297,80046581,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG FELDA TENGGAROH 12,80046396,", ,",MERSING,86810,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG FELDA TENGGAROH 12,90039296,80046396,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG FELDA TENGGAROH 9,80046397,", ,",MERSING,86810,JOH,COMNAT,SOUTH,PEN,safrikamal@petronas.com.my,77913703,,10920,1111110,,"(2.125629, 104.017322)",CO,,,Default,LADANG FELDA TENGGAROH 9,90039296,80046397,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.125629, 104.017322)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1058638, 235856)","(1058638, 235856)",,17:00:00,,- Invalid -
LADANG FELDA TENGGAROH TIMUR 2,80045528,"MERSING, ,",MERSING,,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,77911906,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG FELDA TENGGAROH TIMUR 2,90039296,80045528,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG FELDA TERAPAI 1,80045519,"PEKAN, ,",PEKAN,,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,95460848,,10920,1111110,,"(3.372308, 102.927503)",CO,,,Default,LADANG FELDA TERAPAI 1,90039297,80045519,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.372308, 102.927503)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(936623, 373627)","(936623, 373627)",,17:00:00,,- Invalid -
