Name,ForeignID,Default terminal,Monthly Diesel Quota,Street,Bandar,State,District,"Region (North, South, East or Central)",Email,Telephone,Accessibilty Roadtanker,Next Critical Stock,"Latitude/Longitude, Road",Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,Postcode,"Position Method, Road","Position Method, Home",POI,Planned Trips,Overridden terminal for 97,Order Type 2,Order Type 1,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Mobile,Marked for export,"Latitude/Longitude, Home",Last Visit,Last changed by user,Last changed,Just in Time + 1,Just in Time,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Distribution Channel for SAP field,CUSTOMERINFOTEXT23,Customer type,Customer Group,Created by user,Created,Country Code,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Consolidation Group,Closing time,Binary opening weekdays string,Alternative Street,Address District
SRI HENTIAN,90034104,M829,16380,"LOT 104981 HS(D) 351223,TMN ALIFF, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,,54600,16/10/16 12:54,"(1.510187, 103.723990)",Default,SRI HENTIAN,90034104,90034104,D001,81200,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.510187, 103.723990)",(Invalid),STARSPRD01_ImportServer,05/10/16 10:25,16/10/16 12:54,12/10/16 8:51,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1026080, 167494)","(1026080, 167494)",,- Invalid -,23:59:00,1111111,,- Invalid -
SRI JAWI,90000039,M818,120120,"LOT 573 & 574, SG.BAKAP, ,",SG. BAKAP,PIN,NORTH2,NORTH,izzuddin.jalil@petronas.com.my,124251356,32760,13/10/16 9:17,"(5.210150, 100.497274)",Default,SRI JAWI,90000039,90000039,D001,14000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.210150, 100.497274)",(Invalid),STARSPRD01_ImportServer,08/10/16 19:59,(Invalid),13/10/16 9:17,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(665944, 576091)","(665944, 576091)",,- Invalid -,23:59:00,1111111,,- Invalid -
SRI RIANA ENTERPRISE,90015114,M839,87360,"STESEN PETRONAS BALOK,, LOT 4207, BANDAR BARU BALOK,",KUANTAN,PAH,EAST2,EAST,azrio@petronas.com.my,129534832,43680,11/10/16 11:18,"(3.936788, 103.369160)",Default,SRI RIANA ENTERPRISE,90015114,90015114,D001,26100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.936788, 103.369160)",(Invalid),STARSPRD01_ImportServer,01/10/16 1:04,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(985508, 436413)","(985508, 436413)",,- Invalid -,23:59:00,1111111,,- Invalid -
SS MAJU RAUDAH ENTERPRISE,90041333,M839,234780,"LOT 27, SEKSYEN 36 BANDAR KUANTAN, (LOT LAMA PT 105104 MKM BDR KUANTAN),",KUANTAN,PAH,EAST2,EAST,azrio@petronas.com.my,123516510,43680,12/10/16 23:16,"(3.839363, 103.353569)",Default,SS MAJU RAUDAH ENTERPRISE,90041333,90041333,D001,25250,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.839363, 103.353569)",(Invalid),STARSPRD01_ImportServer,10/10/16 11:36,14/10/16 18:55,12/10/16 23:16,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(983828, 425604)","(983828, 425604)",,- Invalid -,23:59:00,1111111,,- Invalid -
SSP BUKIT GAMBIR,90031833,M818,109200,"LOT 10034, MUKIM 13, JALAN BUKIT GAMBIR, BUKIT JAMBUL,",BAYAN LEPAS,PIN,NORTH1,NORTH,aimiekhusairie_shaharudin@petronas.com.my,124386791,43680,14/10/16 21:31,"(5.362470, 100.295102)",Default,SSP BUKIT GAMBIR,90031833,90031833,D001,11700,,,Invalid,0,,- Invalid -,Retail_Delivery,8:00:00,,7:00:00,,9:00:00,,,FALSE,"(5.362470, 100.295102)",(Invalid),STARSPRD01_ImportServer,08/10/16 13:13,14/10/16 21:31,12/10/16 21:31,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(643498, 592883)","(643498, 592883)",,- Invalid -,22:30:00,1111111,,- Invalid -
STANA-PETROL,90016934,M839,98280,"STESEN PETRONAS KETARI, LOT 2 SEKSYEN 3, KETARI,",BENTONG,PAH,EAST2,EAST,asree_asmoe@petronas.com.my,166551980,43680,11/10/16 11:18,"(3.508558, 101.913397)",Default,STANA-PETROL,90016934,90016934,D001,28700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.508558, 101.913397)",(Invalid),STARSPRD01_ImportServer,11/10/16 7:29,12/10/16 14:54,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(823724, 388310)","(823724, 388310)",,- Invalid -,23:59:00,1111111,,- Invalid -
STANA-PETROL,90017657,M808,163800,"STESEN PETRONAS GENTING SEMPAH, KUALA LUMPUR - KARAK,",BENTONG,PAH,EAST2,EAST,asree_asmoe@petronas.com.my,166551980,43680,13/10/16 12:59,"(3.352082, 101.790988)",Default,STANA-PETROL,90017657,90017657,D001,28700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.352082, 101.790988)",(Invalid),STARSPRD01_ImportServer,09/10/16 17:01,13/10/16 22:58,12/10/16 4:48,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(810162, 370952)","(810162, 370952)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK HIDAYAH,90034828,M818,141960,"179, JALAN SUNGAI PINANG, ,",BALIK PULAU,PIN,NORTH1,NORTH,aimiekhusairie_shaharudin@petronas.com.my,194755843,21840,13/10/16 3:51,"(5.335402, 100.219257)",Default,STESEN MINYAK HIDAYAH,90034828,90034828,D001,11000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.335402, 100.219257)",(Invalid),STARSPRD01_ImportServer,08/10/16 19:17,13/10/16 3:51,11/10/16 23:04,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(635099, 589873)","(635099, 589873)",,- Invalid -,23:59:59,1111111,,- Invalid -
STESEN ALSIRA,90040300,M808,37612,"LOT PT 476 & 484, MUKIM AMPANG, LEMBAH JAYA,",AMPANG,SEL,CENTR2,CENTRAL,,196536666,43680,11/10/16 20:12,"(3.148193, 101.765158)",Default,STESEN ALSIRA,90040300,90040300,D001,68000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.148193, 101.765158)",(Invalid),STARSPRD01_ImportServer,02/10/16 6:55,14/10/16 2:01,11/10/16 20:12,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(807351, 348381)","(807351, 348381)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN GEMBIRA,90039505,M829,76440,"LOT 813,GERAN 94570, PERMAS KECH, JLN KUKUP-PONTIAN,MKM SERKAT,",PONTIAN,JOH,SOUTH2,SOUTH,syazwan_sulaiman@petronas.com.my,197170245,54600,13/10/16 4:46,"(1.340367, 103.460223)",Default,STESEN GEMBIRA,90039505,90039505,D001,82000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.340367, 103.460223)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:08,13/10/16 4:46,12/10/16 4:23,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(996681, 148604)","(996681, 148604)",,- Invalid -,22:00:00,1111111,,- Invalid -
STESEN MESRA RSH,90030716,M828,103740,"PETRONAS SERVICE STATION, LOT 13796, PEKAN SEREMBAN JAYA,",SEREMBAN,SER,SOUTH1,SOUTH,,192732331,43680,11/10/16 11:18,"(2.675331, 101.975964)",Default,STESEN MESRA RSH,90030716,90030716,D001,70450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.675331, 101.975964)",(Invalid),STARSPRD01_ImportServer,30/09/16 1:05,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(830941, 296108)","(830941, 296108)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MI MESRA,90040543,M808,158340,"PT47359 HS(M)14183, KG MERBAU INDAH, SUNGAI BULOH, MKM SUNGAI BULOH,",DAERAH PETALING,SEL,CENTR1,CENTRAL,kiranjeet_jusvir@petronas.com.my,122003620,43680,13/10/16 19:17,"(3.224202, 101.496167)",Default,STESEN MI MESRA,90040543,90040543,D001,47000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,20:00:00,0:00:00,23:59:00,6:00:00,,,FALSE,"(3.224202, 101.496167)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:07,14/10/16 12:12,12/10/16 21:57,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(777412, 356715)","(777412, 356715)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK & SERVIS C.S.D,90031862,M838,180180,"LOT 2112 JALAN SETIU-JERTEH, ,",SETIU,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,199363766,43680,14/10/16 13:01,"(5.517225, 102.752512)",Default,STESEN MINYAK & SERVIS C.S.D,90031862,90031862,D001,21450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.517225, 102.752512)",(Invalid),STARSPRD01_ImportServer,10/10/16 8:55,14/10/16 13:01,12/10/16 20:43,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(915933, 611149)","(915933, 611149)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK ADIL ABADI,90018404,M808,27300,"STESEN SERVIS PETRONAS, LOT 17100-17102, TMN SRI ANDALAS, JALAN BANTING",KLANG,SEL,CENTR1,CENTRAL,,192106459,43680,13/10/16 22:42,"(3.020589, 101.442497)",Default,STESEN MINYAK ADIL ABADI,90018404,90018404,D001,41300,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.020589, 101.442497)",(Invalid),STARSPRD01_ImportServer,06/10/16 12:36,13/10/16 22:42,12/10/16 13:38,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(771496, 334174)","(771496, 334174)",,- Invalid -,02:00:00,1111111,,- Invalid -
STESEN MINYAK AE JAYA,90035525,M828,60060,"LOT PT 10,JLN BESAR MANTIN, ,",SEREMBAN,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,122368387,43680,14/10/16 6:44,"(2.822180, 101.895601)",Default,STESEN MINYAK AE JAYA,90035525,90035525,D001,71700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.822180, 101.895601)",(Invalid),STARSPRD01_ImportServer,10/10/16 8:14,(Invalid),14/10/16 6:44,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(821957, 312339)","(821957, 312339)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK AE MAJU JAYA,90040310,M828,38220,"LOT 10066, TAMAN RASAH JAYA, ,",SEREMBAN,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,122368387,43680,13/10/16 7:00,"(2.680958, 101.943104)",Default,STESEN MINYAK AE MAJU JAYA,90040310,90040310,D001,70300,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.680958, 101.943104)",(Invalid),STARSPRD01_ImportServer,07/10/16 21:47,(Invalid),13/10/16 7:00,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(827282, 296722)","(827282, 296722)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK AL ANSAR,90041999,M839,223860,"LOT 3749, MUKIM BESERAH, ,",KUANTAN,PAH,EAST2,EAST,azrio@petronas.com.my,199193212,43680,12/10/16 17:31,"(3.896767, 103.337067)",Default,STESEN MINYAK AL ANSAR,90041999,90041999,D001,25300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.896767, 103.337067)",(Invalid),STARSPRD01_ImportServer,10/10/16 11:36,14/10/16 16:19,12/10/16 17:31,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:41,PEN,Malaysia,"(981958, 431958)","(981958, 431958)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK ALAM KASTURI,90037025,M829,65520,"LOT 136202 HS(D) 277380, TAMAN KOTA MASAI,",PASIR GUDANG,JOH,SOUTH2,SOUTH,ashetah_b@petronas.com.my,127844464,43680,13/10/16 2:19,"(1.484142, 103.947318)",Default,STESEN MINYAK ALAM KASTURI,90037025,90037025,D001,81700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.484142, 103.947318)",(Invalid),STARSPRD01_ImportServer,09/10/16 12:29,13/10/16 2:19,12/10/16 2:25,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1051018, 164660)","(1051018, 164660)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK AR RAUDHAH,90034747,M817,338520,"LOT 3137, HSD (D) 58712,, MKM SUNGAI RAIA,KG. KEPAYANG,","DAERAH KINTA, IPOH",PER,NORTH2,NORTH,rasydansani@petronas.com.my,125228753,43680,11/10/16 11:18,"(4.490315, 101.151636)",Default,STESEN MINYAK AR RAUDHAH,90034747,90034747,D001,31300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.490315, 101.151636)",(Invalid),STARSPRD01_ImportServer,30/09/16 1:06,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(738749, 496676)","(738749, 496676)",,- Invalid -,23:59:59,1111111,,- Invalid -
STESEN MINYAK ASSOBIRIN,90031350,M808,59998,"LOT 44498, JALAN KUARI, ,",KUALA LUMPUR,PSK,CENTR2,CENTRAL,,193243455,54600,13/10/16 7:02,"(3.107803, 101.750273)",Default,STESEN MINYAK ASSOBIRIN,90031350,90031350,D001,56100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.107803, 101.750273)",(Invalid),STARSPRD01_ImportServer,08/10/16 20:43,13/10/16 7:02,12/10/16 7:37,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(805707, 343907)","(805707, 343907)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK AZDA,90035747,M828,218400,"LOT 2086, BM 1703, JALAN KUALA PILAH BAHAU,",KUALA PILAH,SER,SOUTH1,SOUTH,sahar_saian@petronas.com.my,133680632,54600,13/10/16 8:32,"(2.759718, 102.256249)",Default,STESEN MINYAK AZDA,90035747,90035747,D001,72000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.759718, 102.256249)",(Invalid),STARSPRD01_ImportServer,11/10/16 10:01,(Invalid),13/10/16 8:32,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(862117, 305530)","(862117, 305530)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK BANGSAR,90009806,M808,0,"STESEN SERVIS PETRONAS, LOT 100 SEKSYEN 96-A, JLN BANGSAR",KUALA LUMPUR.,PSK,CENTR2,CENTRAL,faliq_farouk@petronas.com.my,192311940,21840,11/10/16 21:09,"(3.122122, 101.675002)",Default,STESEN MINYAK BANGSAR,90009806,90009806,D001,59200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.122122, 101.675002)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,13/10/16 18:36,11/10/16 21:09,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(797330, 345470)","(797330, 345470)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK BESTARI,90035438,M808,47233,"LOT 27423 H.S (M)27633,, JLN KOLAM AIR LAMA,",AMPANG,SEL,CENTR2,CENTRAL,,,32760,11/10/16 11:18,"(3.160068, 101.754581)",Default,STESEN MINYAK BESTARI,90035438,90035438,D001,68000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.160068, 101.754581)",(Invalid),STARSPRD01_ImportServer,05/10/16 16:20,12/10/16 18:40,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(806171, 349692)","(806171, 349692)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK BSJ,90030644,M829,92820,"LOT 22983 SELESA JAYA, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,,167170520,43680,12/10/16 12:36,"(1.485574, 103.638821)",Default,STESEN MINYAK BSJ,90030644,90030644,D001,81300,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.485574, 103.638821)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:47,13/10/16 19:27,12/10/16 12:36,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1016580, 164744)","(1016580, 164744)",,- Invalid -,23:00:00,1111111,,- Invalid -
STESEN MINYAK CENDERAWASIH,90018434,M818,152880,"LOT 126, JALAN TAIPING, ,",PARIT BUNTAR,PER,NORTH2,NORTH,muhammad_sulaiman@petronas.com.my,194400010,43680,13/10/16 7:02,"(5.115475, 100.484894)",Default,STESEN MINYAK CENDERAWASIH,90018434,90018434,D001,34200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.115475, 100.484894)",(Invalid),STARSPRD01_ImportServer,09/10/16 12:17,13/10/16 7:02,11/10/16 17:32,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(664596, 565619)","(664596, 565619)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK CHICA,90041632,M838,76440,"LOT 1992 & 723 MUKIM CHICA KUBANG KERIAN, ,",KOTA BHARU,KEL,EAST1,EAST,iskandar_ahmad@petronas.com.my,199829050,43680,12/10/16 9:15,"(6.070443, 102.278997)",Default,STESEN MINYAK CHICA,90041632,90041632,D001,16150,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(6.070443, 102.278997)",(Invalid),STARSPRD01_ImportServer,07/10/16 11:06,14/10/16 14:15,12/10/16 9:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(863033, 672091)","(863033, 672091)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK CT ANSAR DUA,90038848,M828,76440,"LOT 324, MUKIM JEMENTAH, ,",SEGAMAT,JOH,SOUTH1,SOUTH,,177230005,43680,(Invalid),"(2.436628, 102.683828)",Default,STESEN MINYAK CT ANSAR DUA,90038848,90038848,D001,85200,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.436628, 102.683828)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(909833, 269883)","(909833, 269883)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK DZULLIA KAHAR,90041370,M828,141960,"NO 292 KM 16, DURIAN TUNGGAL, ,",MELAKA,MEL,SOUTH1,SOUTH,,193047722,43680,12/10/16 22:50,"(2.309920, 102.278785)",Default,STESEN MINYAK DZULLIA KAHAR,90041370,90041370,D001,76100,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.309920, 102.278785)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:45,12/10/16 22:50,12/10/16 1:36,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(864752, 255738)","(864752, 255738)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK EMELIA SUAIB,90034398,M828,114365,"LOT PTD 8255, TMN YAYASAN, ,",SEGAMAT,JOH,SOUTH1,SOUTH,,127247770,43680,(Invalid),"(2.552610, 102.793843)",Default,STESEN MINYAK EMELIA SUAIB,90034398,90034398,D001,85010,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.552610, 102.793843)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(922053, 282765)","(922053, 282765)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK GEMINI,90014929,M828,147420,"LOT PTD 7605, JALAN BESAR,",BUKIT KANGKAR,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,196580911,43680,13/10/16 10:21,"(2.170014, 102.554806)",Default,STESEN MINYAK GEMINI,90014929,90014929,D001,84600,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.170014, 102.554806)",(Invalid),STARSPRD01_ImportServer,09/10/16 20:05,13/10/16 10:21,12/10/16 0:00,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(895534, 240318)","(895534, 240318)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK GEMINI TIGA,90031881,M828,207480,"LOT 1205 BATU 16, JALAN MUAR, ,",TANGKAK,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,197616177,43680,12/10/16 17:56,"(2.261367, 102.536749)",Default,STESEN MINYAK GEMINI TIGA,90031881,90031881,D001,84900,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.261367, 102.536749)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:58,12/10/16 17:56,11/10/16 19:02,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(893498, 250430)","(893498, 250430)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK HIDAYAT IDRIS,90042916,M808,60060,"LOT PT 31681 HSM 12849, PERSIARAN TAN SRI LOW YOW CHUAN,",RAWANG,SEL,CENTR1,CENTRAL,kiranjeet_jusvir@petronas.com.my,127050830,48000,11/10/16 11:18,"(3.284417, 101.477538)",Default,STESEN MINYAK HIDAYAT IDRIS,90042916,90042916,D001,48000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.284417, 101.477538)",(Invalid),STARSPRD01_ImportServer,09/10/16 9:00,12/10/16 12:07,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,19/01/15 11:19,PEN,Malaysia,"(775324, 363372)","(775324, 363372)",,- Invalid -,23:59:59,1111111,,- Invalid -
STESEN MINYAK HJ MOHAMAD,90001366,M828,76440,"STESEN SERVIS PETRONAS, NO. 27 JALAN TUANKU ANTAH, JALAN RAHANG",SEREMBAN,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,196625027,32760,13/10/16 9:14,"(2.716871, 101.943801)",Default,STESEN MINYAK HJ MOHAMAD,90001366,90001366,D001,70100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.716871, 101.943801)",(Invalid),STARSPRD01_ImportServer,09/10/16 21:50,13/10/16 9:14,11/10/16 17:16,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(827350, 300697)","(827350, 300697)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK INTAN,90001364,M828,382200,"STESEN SERVIS PETRONAS, LOT 565 LEBUHRAYA AIR-KROH, SENAWANG (NORTH BOUND)",ALOR GAJAH,MEL,SOUTH1,SOUTH,mnajib.suki@petronas.com.my,126280669,54600,12/10/16 17:23,"(2.364609, 102.245346)",Default,STESEN MINYAK INTAN,90001364,90001364,D001,75750,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.364609, 102.245346)",(Invalid),STARSPRD01_ImportServer,10/10/16 21:44,12/10/16 17:23,11/10/16 16:26,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(861014, 261784)","(861014, 261784)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK INTAN DUA,90031573,M828,103740,"LOT PT 115 HS (D), 4874 JLN DATO IMBI, ,","KUALA KLAWANG, JELEBU",SER,SOUTH1,SOUTH,sahar_saian@petronas.com.my,126280669,43680,12/10/16 19:20,"(2.936228, 102.069737)",Default,STESEN MINYAK INTAN DUA,90031573,90031573,D001,71600,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.936228, 102.069737)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:44,(Invalid),12/10/16 19:20,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(841303, 325013)","(841303, 325013)",,- Invalid -,23:59:00,1111111,,- Invalid -
STESEN MINYAK ISMAIL,90041243,M828,136500,"HSM 949, JLN MELAKA-A.GAJAH, ,",ALOR GAJAH,MEL,SOUTH1,SOUTH,,129204000,54600,12/10/16 12:59,"(2.335220, 102.208837)",Default,STESEN MINYAK ISMAIL,90041243,90041243,D001,78000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.335220, 102.208837)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:40,(Invalid),12/10/16 12:59,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(856956, 258521)","(856956, 258521)",,- Invalid -,23:59:00,1111111,,- Invalid -
